ident;type;iata_code
OJMF;small_airport;OMF
OK03;closed;DWN
OKAJ;medium_airport;XIJ
OKBK;large_airport;KWI
OKV;small_airport;OKV
OLBA;large_airport;BEY
OLKA;medium_airport;KYE
OLQ;small_airport;OLQ
OM-0001;small_airport;BYB
OM-0002;small_airport;AOM
OM-0003;large_airport;DQM
OM-0004;large_airport;MNH
OMAA;large_airport;AUH
OMAD;medium_airport;AZI
OMAL;medium_airport;AAN
OMAM;medium_airport;DHF
OMBY;medium_airport;XSB
OMDB;large_airport;DXB
OMDM;medium_airport;NHD
OMDW;large_airport;DWC
OMFJ;medium_airport;FJR
OML;closed;OML
OMN;small_airport;OMN
OMRK;medium_airport;RKT
OMSJ;large_airport;SHJ
OMY;small_airport;OMY
ONB;small_airport;ONB
OOBR;small_airport;RMB
OOFD;small_airport;FAU
OOGB;small_airport;RNM
OOJA;small_airport;JNJ
OOKB;medium_airport;KHS
OOLK;small_airport;LKW
OOMA;medium_airport;MSH
OOMS;large_airport;MCT
OOMX;small_airport;OMM
OOSA;medium_airport;SLL
OOSH;small_airport;OHS
OOSR;small_airport;SUH
OOTH;medium_airport;TTH
OP17;small_airport;DDU
OPBG;small_airport;BHW
OPBN;small_airport;BNP
OPBR;small_airport;WGB
OPBW;medium_airport;BHV
OPCH;medium_airport;CJL
OPCL;small_airport;CHB
OPDB;small_airport;DBA
OPDD;small_airport;DDU
OPDG;medium_airport;DEA
OPDI;medium_airport;DSK
OPFA;medium_airport;LYP
OPGD;medium_airport;GWD
OPGT;medium_airport;GIL
OPJA;medium_airport;JAG
OPJI;small_airport;JIW
OPKC;medium_airport;KHI
OPKD;small_airport;HDD
OPKH;small_airport;KDD
OPKL;small_airport;KBH
OPKT;small_airport;OHT
OPLA;medium_airport;LHE
OPLL;small_airport;LRG
OPMA;medium_airport;XJM
OPMF;medium_airport;MFG
OPMI;medium_airport;MWD
OPMJ;medium_airport;MJD
OPMP;small_airport;MPD
OPMS;medium_airport;ATG
OPMT;medium_airport;MUX
OPNH;medium_airport;WNS
OPNK;small_airport;NHS
OPOR;small_airport;ORW
OPPC;small_airport;PAJ
OPPG;medium_airport;PJG
OPPI;medium_airport;PSI
OPPS;medium_airport;PEW
OPQT;medium_airport;UET
OPRK;medium_airport;RYK
OPRT;medium_airport;RAZ
OPSB;small_airport;SBQ
OPSD;medium_airport;KDU
OPSK;medium_airport;SKZ
OPSN;medium_airport;SYW
OPSR;medium_airport;SGI
OPSS;medium_airport;SDT
OPST;large_airport;SKT
OPSU;medium_airport;SUL
OPSW;small_airport;SWN
OPTA;small_airport;TLB
OPTH;small_airport;BDN
OPTT;small_airport;TFT
OPTU;medium_airport;TUK
OPWN;small_airport;WAF
OPZB;medium_airport;PZH
ORAA;medium_airport;IQA
ORAT;medium_airport;TQD
ORBB;small_airport;BMN
ORBD;medium_airport;XQC
ORBI;large_airport;BGW
ORBM;medium_airport;OSM
ORER;medium_airport;EBL
ORKK;medium_airport;KIK
ORMM;large_airport;BSR
ORNI;small_airport;NJF
ORQW;medium_airport;RQW
ORSU;medium_airport;ISU
OSAP;large_airport;ALP
OSDI;large_airport;DAM
OSDZ;medium_airport;DEZ
OSE;small_airport;OSE
OSG;small_airport;OSG
OSKL;medium_airport;KAC
OSLK;large_airport;LTK
OSPR;medium_airport;PMS
OTBD;medium_airport;DIA
OTBH;medium_airport;XJD
OTT;small_airport;OTT
OTY;small_airport;OTY
OUM;small_airport;OUM
OXO;small_airport;OXO
OYAA;medium_airport;ADE
OYAB;small_airport;EAB
OYAT;medium_airport;AXK
OYBI;small_airport;BYD
OYBN;medium_airport;BHN
OYBQ;small_airport;BUK
OYGD;medium_airport;AAY
OYHD;medium_airport;HOD
OYKM;small_airport;KAM
OYMB;small_airport;MYN
OYMS;small_airport;UKR
OYQN;small_airport;IHN
OYRN;medium_airport;RIY
OYSH;small_airport;SYE
OYSN;medium_airport;SAH
OYSQ;medium_airport;SCT
OYSY;medium_airport;GXF
OYTZ;medium_airport;TAI
PA-0001;small_airport;ACU
PA-0003;small_airport;AIL
PA-0004;small_airport;CTE
PA-0011;small_airport;MPP
PA-0013;small_airport;PYC
PA-0017;small_airport;NMG
PA-0022;small_airport;PYV
PA-AML;closed;AML
PA-BFQ;small_airport;BFQ
PA-ELE;small_airport;ELE
PA-OTD;small_airport;OTD
PA-SAX;small_airport;SAX
PAAK;small_airport;AKB
PAAL;small_airport;PML
PAAP;seaplane_base;PTD
PAAQ;medium_airport;PAQ
PAAT;closed;ATU
PABA;medium_airport;BTI
PABE;medium_airport;BET
PABG;small_airport;BVU
PABI;medium_airport;BIG
PABL;medium_airport;BKC
PABM;small_airport;BMX
PABR;medium_airport;BRW
PABT;medium_airport;BTT
PACD;medium_airport;CDB
PACE;small_airport;CEM
PACI;small_airport;CIK
PACK;small_airport;CYF
PACM;medium_airport;SCM
PACR;small_airport;IRC
PACV;medium_airport;CDV
PACX;small_airport;CXF
PACY;small_airport;CYT
PACZ;medium_airport;CZF
PADE;medium_airport;DRG
PADG;small_airport;RDB
PADK;medium_airport;ADK
PADL;medium_airport;DLG
PADM;medium_airport;MLL
PADQ;medium_airport;ADQ
PADU;medium_airport;DUT
PADY;small_airport;KKH
PAED;medium_airport;EDF
PAEE;small_airport;EEK
PAEG;small_airport;EAA
PAEH;medium_airport;EHM
PAEI;medium_airport;EIL
PAEL;seaplane_base;ELV
PAEM;medium_airport;EMK
PAEN;medium_airport;ENA
PAEW;small_airport;WWT
PAFA;large_airport;FAI
PAFB;medium_airport;FBK
PAFM;medium_airport;ABL
PAFR;heliport;FRN
PAFS;small_airport;NIB
PAFV;small_airport;FMC
PAFW;small_airport;FWL
PAGA;medium_airport;GAL
PAGB;small_airport;GBH
PAGG;small_airport;KWK
PAGH;small_airport;SHG
PAGK;medium_airport;GKN
PAGL;small_airport;GLV
PAGM;medium_airport;GAM
PAGN;seaplane_base;AGN
PAGQ;small_airport;BGQ
PAGS;medium_airport;GST
PAGT;small_airport;NME
PAGY;small_airport;SGY
PAHC;medium_airport;HCR
PAHL;medium_airport;HSL
PAHN;medium_airport;HNS
PAHO;medium_airport;HOM
PAHP;medium_airport;HPB
PAHU;small_airport;HUS
PAHX;small_airport;SHX
PAHY;seaplane_base;HYG
PAIG;small_airport;IGG
PAII;medium_airport;EGX
PAIK;medium_airport;IAN
PAIL;medium_airport;ILI
PAIM;medium_airport;UTO
PAIN;small_airport;MCL
PAIW;small_airport;WAA
PAJN;medium_airport;JNU
PAJZ;small_airport;KGK
PAKD;small_airport;KDK
PAKF;small_airport;KFP
PAKH;small_airport;AKK
PAKI;small_airport;KPN
PAKK;small_airport;KKA
PAKL;small_airport;LKK
PAKN;medium_airport;AKN
PAKO;small_airport;IKO
PAKP;medium_airport;AKP
PAKT;medium_airport;KTN
PAKU;small_airport;UUK
PAKV;small_airport;KAL
PAKW;medium_airport;KLW
PAKY;small_airport;KYK
PALB;small_airport;KLN
PALG;small_airport;KLG
PALP;small_airport;DQH
PALR;small_airport;WCR
PALU;medium_airport;LUR
PAMB;small_airport;KMO
PAMC;medium_airport;MCG
PAMD;small_airport;MDO
PAMH;small_airport;LMA
PAMK;small_airport;SMK
PAML;small_airport;MLY
PAMM;seaplane_base;MTM
PAMO;small_airport;MOU
PAMR;medium_airport;MRI
PAMX;small_airport;MXY
PAMY;medium_airport;MYU
PANA;small_airport;WNA
PANC;large_airport;ANC
PANI;medium_airport;ANI
PANN;medium_airport;ENN
PANO;small_airport;NNL
PANR;seaplane_base;FNR
PANT;medium_airport;ANN
PANU;small_airport;NUL
PANV;medium_airport;ANV
PANW;small_airport;KNW
PAOB;small_airport;OBU
PAOC;small_airport;PCA
PAOH;small_airport;HNH
PAOM;medium_airport;OME
PAOO;small_airport;OOK
PAOR;medium_airport;ORT
PAOT;medium_airport;OTZ
PAOU;small_airport;NLG
PAPB;medium_airport;STG
PAPC;medium_airport;KPC
PAPE;small_airport;KPV
PAPG;medium_airport;PSG
PAPH;medium_airport;PTH
PAPK;small_airport;PKA
PAPM;medium_airport;PTU
PAPN;small_airport;PIP
PAPO;small_airport;PHO
PAPR;small_airport;PPC
PAQH;small_airport;KWN
PAQT;medium_airport;NUI
PARC;medium_airport;ARC
PARS;small_airport;RSH
PARY;medium_airport;RBY
PASA;medium_airport;SVA
PASC;medium_airport;SCC
PASD;medium_airport;SDP
PASH;medium_airport;SHH
PASI;medium_airport;SIT
PASK;medium_airport;WLK
PASL;small_airport;SLQ
PASM;medium_airport;KSM
PASN;medium_airport;SNP
PASO;small_airport;SOV
PASP;small_airport;SMU
PAST;small_airport;UMM
PASV;medium_airport;SVW
PASW;small_airport;SKW
PASX;medium_airport;SXQ
PASY;medium_airport;SYA
PATA;small_airport;TAL
PATC;small_airport;TNC
PATE;small_airport;TLA
PATG;medium_airport;TOG
PATK;medium_airport;TKA
PATL;medium_airport;TLJ
PATQ;medium_airport;ATK
PAUK;small_airport;AUK
PAUM;small_airport;UMT
PAUN;small_airport;UNK
PAUO;small_airport;WOW
PAVA;small_airport;VAK
PAVC;small_airport;KVC
PAVD;medium_airport;VDZ
PAVE;small_airport;VEE
PAVL;medium_airport;KVL
PAWB;small_airport;WBQ
PAWD;medium_airport;SWD
PAWG;medium_airport;WRG
PAWI;medium_airport;AIN
PAWM;small_airport;WMO
PAWN;medium_airport;WTK
PAWS;medium_airport;WWA
PAYA;medium_airport;YAK
PCIS;medium_airport;CIS
PCO;small_airport;PCO
PCQ;small_airport;PCQ
PDI;small_airport;PDI
PDR;small_airport;PDR
PE-MFT;small_airport;MFT
PEC;seaplane_base;PEC
PFAK;small_airport;AKI
PFAL;small_airport;AET
PFC;small_airport;PFC
PFCB;small_airport;NCN
PFCL;small_airport;CLP
PFEL;small_airport;ELI
PFKA;small_airport;KUK
PFKK;small_airport;KNK
PFKO;small_airport;KOT
PFKT;small_airport;KTS
PFKU;small_airport;KYU
PFKW;small_airport;KWT
PFNO;small_airport;ORV
PFSH;small_airport;SKK
PFTO;small_airport;TKJ
PFWS;small_airport;WSN
PFYU;medium_airport;FYU
PG-0005;small_airport;CPN
PG-0006;small_airport;EMI
PG-0007;small_airport;ERE
PG-0008;small_airport;ESA
PG-0009;small_airport;GAR
PG-0011;small_airport;GOE
PG-0020;small_airport;BPD
PG-0022;small_airport;BPK
PG-0035;small_airport;NWT
PG-0038;small_airport;SGK
PG-0048;small_airport;KII
PG-AKG;small_airport;AKG
PG-ATP;small_airport;TAJ
PG-AWB;small_airport;AWB
PG-BAA;small_airport;BAA
PG-CVB;small_airport;CVB
PG-GMI;small_airport;GMI
PG-GVI;small_airport;GVI
PG-HYF;small_airport;HYF
PG-IHU;small_airport;IHU
PG-IIS;small_airport;IIS
PG-JAQ;small_airport;JAQ
PG-KDR;small_airport;KDR
PG-KKD;small_airport;KKD
PG-KUY;small_airport;KUY
PG-KWO;small_airport;KWO
PG-KXR;closed;KXR
PG-LMI;small_airport;LMI
PG-LMY;small_airport;LMY
PG-OBX;small_airport;OBX
PG-OPU;medium_airport;OPU
PG-SKC;small_airport;SKC
PG-TFI;small_airport;TFI
PG-TFM;small_airport;TFM
PG-TLO;small_airport;TLO
PG-UKU;small_airport;UKU
PG-ULE;small_airport;ULE
PG-VMU;medium_airport;VMU
PG-WPM;small_airport;WPM
PGE;small_airport;PGE
PGM;small_airport;PGM
PGP;closed;PGP
PGRO;medium_airport;ROP
PGSN;medium_airport;SPN
PGUA;medium_airport;UAM
PGUM;large_airport;GUM
PGWT;medium_airport;TIQ
PH-0001;large_airport;CGY
PH-ENI;small_airport;ENI
PHBK;medium_airport;BKH
PHDH;medium_airport;HDH
PHHI;medium_airport;HHI
PHHN;medium_airport;HNM
PHJH;medium_airport;JHM
PHJR;medium_airport;JRF
PHKO;medium_airport;KOA
PHKP;closed;HKP
PHLI;medium_airport;LIH
PHLU;small_airport;LUP
PHM;closed;PHM
PHMK;medium_airport;MKK
PHMU;medium_airport;MUE
PHNG;medium_airport;NGF
PHNL;large_airport;HNL
PHNY;medium_airport;LNY
PHOG;medium_airport;OGG
PHPA;small_airport;PAK
PHSF;medium_airport;BSF
PHTO;medium_airport;ITO
PHUP;medium_airport;UPP
PJON;closed;JON
PK-0001;large_airport;ISB
PK-BHC;small_airport;BHC
PK-CWP;small_airport;CWP
PK-GRT;small_airport;GRT
PK-HRA;small_airport;HRA
PK-KCF;small_airport;KCF
PK-REQ;small_airport;REQ
PK-RZS;small_airport;RZS
PK-SWV;closed;SWV
PKMA;small_airport;ENT
PKMJ;medium_airport;MAJ
PKSA;medium_airport;KAI
PKWA;medium_airport;KWA
PLCH;medium_airport;CXI
PLE;small_airport;PLE
PLFA;small_airport;TNV
PLWN;small_airport;TNQ
PMDY;medium_airport;MDY
PMM;small_airport;PMM
PMP;small_airport;PMP
PPIZ;medium_airport;PIZ
PPX;small_airport;PPX
PQD;heliport;PQD
PR-DDP;closed;DDP
PR-HUC;small_airport;HUC
PR-PPD;closed;PPD
PRNO;small_airport;XSO
PTKK;medium_airport;TKK
PTPN;medium_airport;PNI
PTRO;medium_airport;ROR
PTSA;medium_airport;KSA
PTYA;medium_airport;YAP
PUA;small_airport;PUA
PUI;closed;PUI
PWAK;medium_airport;AWK
PWR;seaplane_base;PWR
PY-BFA;small_airport;BFA
PY-OLK;small_airport;OLK
PY-PBT;small_airport;PBT
PY-PCJ;small_airport;PCJ
PYL;seaplane_base;PYL
Q51;small_airport;KIO
QA-0001;large_airport;DOH
qfx;heliport;QFX
RAA;small_airport;RAA
RAW;small_airport;RAW
RAX;small_airport;RAX
RBP;small_airport;RBP
RCBS;large_airport;KNH
RCFG;medium_airport;LZN
RCFN;medium_airport;TTT
RCGI;small_airport;GNI
RCKH;large_airport;KHH
RCKU;medium_airport;CYI
RCKW;medium_airport;HCN
RCLG;small_airport;TXG
RCLY;medium_airport;KYD
RCMQ;medium_airport;RMQ
RCMT;medium_airport;MFK
RCN;closed;RCN
RCNN;medium_airport;TNN
RCPO;medium_airport;HSZ
RCQC;medium_airport;MZG
RCSQ;medium_airport;PIF
RCSS;medium_airport;TSA
RCTP;large_airport;TPE
RCWA;small_airport;WOT
RCYU;medium_airport;HUN
RDV;small_airport;RDV
REH;closed;REH
RGE;closed;RGE
RHT;small_airport;RHT
RJAA;large_airport;NRT
RJAF;medium_airport;MMJ
RJAH;medium_airport;IBR
RJAM;small_airport;MUS
RJAW;medium_airport;IWO
RJBB;large_airport;KIX
RJBD;medium_airport;SHM
RJBE;medium_airport;UKB
RJBH;medium_airport;HIW
RJBT;medium_airport;TJH
RJCB;medium_airport;OBO
RJCC;large_airport;CTS
RJCH;medium_airport;HKD
RJCK;medium_airport;KUH
RJCM;medium_airport;MMB
RJCN;medium_airport;SHB
RJCO;medium_airport;OKD
RJCR;small_airport;RBJ
RJCW;medium_airport;WKJ
RJDA;small_airport;AXJ
RJDB;medium_airport;IKI
RJDC;medium_airport;UBJ
RJDT;medium_airport;TSJ
RJEB;medium_airport;MBE
RJEC;medium_airport;AKJ
RJEO;medium_airport;OIR
RJER;medium_airport;RIS
RJFC;medium_airport;KUM
RJFE;medium_airport;FUJ
RJFF;large_airport;FUK
RJFG;medium_airport;TNE
RJFK;large_airport;KOJ
RJFM;medium_airport;KMI
RJFO;medium_airport;OIT
RJFR;medium_airport;KKJ
RJFS;medium_airport;HSG
RJFT;medium_airport;KMJ
RJFU;medium_airport;NGS
RJGG;large_airport;NGO
RJKA;medium_airport;ASJ
RJKB;medium_airport;OKE
RJKI;medium_airport;KKX
RJKN;medium_airport;TKN
RJNA;medium_airport;NKM
RJNF;medium_airport;FKJ
RJNG;medium_airport;QGU
RJNK;medium_airport;KMQ
RJNO;medium_airport;OKI
rjns;large_airport;FSZ
RJNT;medium_airport;TOY
RJNW;medium_airport;NTQ
RJOA;medium_airport;HIJ
RJOB;medium_airport;OKJ
RJOC;medium_airport;IZO
RJOH;medium_airport;YGJ
RJOI;medium_airport;IWK
RJOK;medium_airport;KCZ
RJOM;medium_airport;MYJ
RJOO;large_airport;ITM
RJOR;medium_airport;TTJ
RJOS;medium_airport;TKS
RJOT;medium_airport;TAK
RJOW;medium_airport;IWJ
RJSA;medium_airport;AOJ
RJSC;medium_airport;GAJ
RJSD;medium_airport;SDS
RJSF;medium_airport;FKS
RJSH;medium_airport;HHE
RJSI;medium_airport;HNA
RJSK;medium_airport;AXT
RJSM;medium_airport;MSJ
RJSN;medium_airport;KIJ
RJSR;medium_airport;ONJ
RJSS;medium_airport;SDJ
RJSY;medium_airport;SYO
RJTA;medium_airport;NJA
RJTH;medium_airport;HAC
RJTO;medium_airport;OIM
RJTQ;medium_airport;MYE
RJTT;large_airport;HND
RJTY;large_airport;OKO
RKJB;large_airport;MWX
RKJJ;medium_airport;KWJ
RKJK;large_airport;KUV
RKJM;closed;MPK
RKJU;small_airport;CHN
RKJY;medium_airport;RSU
RKNC;closed;QUN
RKND;closed;SHO
RKNN;medium_airport;KAG
RKNW;medium_airport;WJU
RKNY;medium_airport;YNY
RKPC;large_airport;CJU
RKPD;medium_airport;JDG
RKPE;small_airport;CHF
RKPK;large_airport;PUS
RKPS;medium_airport;HIN
RKPU;medium_airport;USN
RKRO;small_airport;QJP
RKSI;large_airport;ICN
RKSM;medium_airport;SSN
RKSO;large_airport;OSN
RKSS;large_airport;GMP
RKSW;medium_airport;SWU
RKTA;small_airport;QDY
RKTH;medium_airport;KPO
RKTN;medium_airport;TAE
RKTP;small_airport;HMY
RKTU;large_airport;CJJ
RKTY;medium_airport;YEC
RKU;small_airport;RKU
RKY;small_airport;RKY
RLP;small_airport;RLP
RMD;small_airport;RMD
RMP;small_airport;RMP
RMU;medium_airport;RMU
RNR;closed;RNR
ROAH;large_airport;OKA
RODN;large_airport;DNA
ROKJ;medium_airport;UEO
ROKR;small_airport;KJP
ROMD;medium_airport;MMD
ROMY;medium_airport;MMY
RORA;small_airport;AGJ
RORE;medium_airport;IEJ
RORH;small_airport;HTR
RORK;medium_airport;KTD
RORS;medium_airport;SHI
RORT;medium_airport;TRA
RORY;medium_airport;RNJ
ROYN;medium_airport;OGN
RPBL;small_airport;BSI
RPLB;medium_airport;SFS
RPLC;large_airport;CRK
RPLI;medium_airport;LAO
RPLL;large_airport;MNL
RPLO;small_airport;CYU
RPLP;medium_airport;LGP
RPLS;small_airport;SGL
RPLU;medium_airport;LBX
RPMA;medium_airport;AAV
RPMC;medium_airport;CBO
RPMD;large_airport;DVO
RPME;medium_airport;BXU
RPMF;medium_airport;BPH
RPMG;medium_airport;DPL
RPMH;medium_airport;CGM
RPMI;closed;IGN
RPMJ;medium_airport;JOL
RPMM;small_airport;MLP
RPMN;medium_airport;TWT
RPMO;medium_airport;OZC
RPMP;medium_airport;PAG
RPMQ;medium_airport;MXI
RPMR;medium_airport;GES
RPMS;medium_airport;SUG
RPMU;small_airport;CDY
RPMV;small_airport;IPE
RPMW;medium_airport;TDG
RPMZ;medium_airport;ZAM
RPNS;small_airport;IAO
RPSD;small_airport;RZP
RPUB;medium_airport;BAG
RPUD;medium_airport;DTE
RPUH;medium_airport;SJI
RPUM;medium_airport;MBO
RPUN;medium_airport;WNP
RPUO;medium_airport;BSO
RPUR;medium_airport;BQA
RPUS;medium_airport;SFE
RPUT;medium_airport;TUG
RPUV;medium_airport;VRC
RPUW;medium_airport;MRQ
RPUY;medium_airport;CYZ
RPV;small_airport;RPV
RPVA;medium_airport;TAC
RPVB;medium_airport;BCD
RPVC;medium_airport;CYP
RPVD;medium_airport;DGT
RPVE;medium_airport;MPH
RPVF;medium_airport;CRM
RPVI;medium_airport;ILO
RPVJ;medium_airport;MBT
RPVK;medium_airport;KLO
RPVM;large_airport;CEB
RPVO;medium_airport;OMC
RPVP;medium_airport;PPS
RPVR;medium_airport;RXS
RPVS;medium_airport;EUQ
RPVT;medium_airport;TAG
RPVU;medium_airport;TBH
RPVV;medium_airport;USU
RRM;small_airport;RRM
RSE;seaplane_base;RSE
RU-0025;small_airport;NGK
RU-0035;large_airport;GRV
RU-0200;small_airport;KDY
RU-0493;small_airport;DLR
RU-VUS;small_airport;VUS
RUU;small_airport;RUU
RVC;small_airport;RVC
RZH;closed;RZH
S31;small_airport;LPS
S60;seaplane_base;KEH
SA14;small_airport;MJR
SA30;closed;CCT
SAAC;medium_airport;COC
SAAG;medium_airport;GHU
SAAJ;small_airport;JNI
SAAP;medium_airport;PRA
SAAR;medium_airport;ROS
SAAV;medium_airport;SFN
SABE;medium_airport;AEP
SACC;small_airport;LCM
SACO;medium_airport;COR
SADF;medium_airport;FDO
SADL;medium_airport;LPG
SADP;medium_airport;EPA
SAEZ;large_airport;EZE
SAFR;small_airport;RAF
SAHC;small_airport;HOS
SAHE;small_airport;CVH
SAHR;small_airport;GNR
SAHS;medium_airport;RDS
SAHZ;medium_airport;APZ
SAM;small_airport;SAM
SAME;medium_airport;MDZ
SAMM;medium_airport;LGS
SAMR;medium_airport;AFA
SANC;medium_airport;CTC
SANE;medium_airport;SDE
SANL;medium_airport;IRJ
SANR;medium_airport;RHD
SANT;medium_airport;TUC
SANU;medium_airport;UAQ
SANW;small_airport;CRR
SAOC;medium_airport;RCU
SAOD;medium_airport;VDR
SAOR;medium_airport;VME
SAOS;small_airport;RLO
SAOU;medium_airport;LUQ
SARC;medium_airport;CNQ
SARE;medium_airport;RES
SARF;medium_airport;FMA
SARI;medium_airport;IGR
SARL;medium_airport;AOL
SARM;medium_airport;MCS
SARP;medium_airport;PSS
SAS;small_airport;SAS
SASA;medium_airport;SLA
SASJ;medium_airport;JUJ
SASO;medium_airport;ORA
SAST;medium_airport;TTG
SATC;small_airport;CLX
SATD;small_airport;ELO
SATG;medium_airport;OYA
SATK;small_airport;LLS
SATM;small_airport;MDX
SATR;medium_airport;RCQ
SATU;medium_airport;UZU
SAVB;medium_airport;EHL
SAVC;medium_airport;CRD
SAVD;small_airport;EMX
SAVE;medium_airport;EQS
SAVH;medium_airport;LHS
SAVJ;small_airport;IGB
SAVN;small_airport;OES
SAVQ;small_airport;MQD
SAVR;small_airport;ARR
SAVS;small_airport;SGV
SAVT;medium_airport;REL
SAVV;medium_airport;VDM
SAVY;medium_airport;PMY
SAWA;closed;ING
SAWC;medium_airport;FTE
SAWD;medium_airport;PUD
SAWE;medium_airport;RGA
SAWG;medium_airport;RGL
SAWH;medium_airport;USH
SAWJ;medium_airport;ULA
SAWM;small_airport;ROY
SAWP;medium_airport;PMQ
SAWR;small_airport;GGS
SAWS;small_airport;JSM
SAWT;small_airport;RYO
SAWU;medium_airport;RZA
SAZB;medium_airport;BHI
SAZC;small_airport;CSZ
SAZF;small_airport;OVR
SAZG;medium_airport;GPO
SAZH;medium_airport;OYO
SAZL;medium_airport;SST
SAZM;medium_airport;MDQ
SAZN;medium_airport;NQN
SAZO;medium_airport;NEC
SAZP;medium_airport;PEH
SAZR;medium_airport;RSA
SAZS;medium_airport;BRC
SAZT;medium_airport;TDL
SAZV;medium_airport;VLG
SAZW;medium_airport;CUT
SAZY;medium_airport;CPC
SB-VIU;small_airport;VIU
SB29;closed;SB2
SBAA;medium_airport;CDJ
SBAQ;medium_airport;AQA
SBAR;medium_airport;AJU
SBAT;medium_airport;AFL
SBAU;medium_airport;ARU
SBAX;small_airport;AAX
SBBE;large_airport;BEL
SBBG;medium_airport;BGX
SBBH;medium_airport;PLU
SBBI;medium_airport;BFH
SBBP;small_airport;BJP
SBBR;large_airport;BSB
SBBT;medium_airport;BAT
SBBU;medium_airport;BAU
SBBV;medium_airport;BVB
SBBW;medium_airport;BPG
SBBZ;medium_airport;BZC
SBCA;medium_airport;CAC
SBCB;small_airport;CFB
SBCD;small_airport;CFC
SBCF;large_airport;CNF
SBCG;medium_airport;CGR
SBCH;medium_airport;XAP
SBCI;medium_airport;CLN
SBCJ;medium_airport;CKS
SBCM;medium_airport;CCM
SBCN;small_airport;CLV
SBCP;medium_airport;CAW
SBCR;medium_airport;CMG
SBCT;large_airport;CWB
SBCV;medium_airport;CRQ
SBCX;medium_airport;CXJ
SBCY;medium_airport;CGB
SBCZ;medium_airport;CZS
SBDB;small_airport;BYO
SBDN;medium_airport;PPB
SBEG;medium_airport;MAO
SBEK;medium_airport;JCR
SBEP;small_airport;ESI
SBES;small_airport;0
SBFI;medium_airport;IGU
SBFL;large_airport;FLN
SBFN;medium_airport;FEN
SBFZ;medium_airport;FOR
SBGL;large_airport;GIG
SBGM;medium_airport;GJM
SBGO;medium_airport;GYN
SBGP;small_airport;0
SBGR;large_airport;GRU
SBGU;small_airport;GPB
SBGV;small_airport;GVR
SBGW;medium_airport;GUJ
SBHT;medium_airport;ATM
SBIC;medium_airport;ITA
SBIH;medium_airport;ITB
SBIL;medium_airport;IOS
SBIP;medium_airport;IPN
SBIT;small_airport;ITR
SBIZ;medium_airport;IMP
SBJA;small_airport;JJG
SBJF;medium_airport;JDF
SBJP;medium_airport;JPA
SBJU;small_airport;JDO
SBJV;medium_airport;JOI
SBKG;medium_airport;CPV
SBKP;medium_airport;VCP
SBLE;small_airport;LEC
SBLJ;medium_airport;LAJ
SBLN;medium_airport;LIP
SBLO;medium_airport;LDB
SBLP;medium_airport;LAZ
SBLS;small_airport;0
SBMA;medium_airport;MAB
SBMC;medium_airport;MQH
SBMD;medium_airport;MEU
SBME;medium_airport;MEA
SBMG;medium_airport;MGF
SBMK;medium_airport;MOC
SBML;medium_airport;MII
SBMN;medium_airport;PLL
SBMO;medium_airport;MCZ
SBMQ;medium_airport;MCP
SBMS;medium_airport;MVF
SBMY;medium_airport;MNX
SBNF;medium_airport;NVT
SBNM;medium_airport;GEL
SBOI;medium_airport;OYK
SBPA;medium_airport;POA
SBPB;small_airport;PHB
SBPC;medium_airport;POO
SBPF;medium_airport;PFB
SBPJ;medium_airport;PMW
SBPK;medium_airport;PET
SBPL;medium_airport;PNZ
SBPN;medium_airport;PNB
SBPP;medium_airport;PMG
SBPS;medium_airport;BPS
SBPV;medium_airport;PVH
SBQV;medium_airport;VDC
SBRB;medium_airport;RBR
SBRF;medium_airport;REC
SBRJ;medium_airport;SDU
SBRP;medium_airport;RAO
SBRR;small_airport;BRB
SBSC;medium_airport;SNZ
SBSG;large_airport;NAT
SBSJ;medium_airport;SJK
SBSL;medium_airport;SLZ
SBSM;medium_airport;RIA
SBSN;medium_airport;STM
SBSO;small_airport;SMT
SBSP;large_airport;CGH
SBSR;medium_airport;SJP
SBST;medium_airport;SSZ
SBSV;large_airport;SSA
SBTA;medium_airport;QHP
SBTB;medium_airport;TMT
SBTC;small_airport;UNA
SBTD;small_airport;TOW
SBTE;medium_airport;THE
SBTF;medium_airport;TFF
SBTK;medium_airport;TRQ
SBTL;medium_airport;TEC
SBTR;small_airport;TSQ
SBTT;medium_airport;TBT
SBTU;medium_airport;TUR
SBUA;medium_airport;SJL
SBUF;medium_airport;PAV
SBUG;medium_airport;URG
SBUL;medium_airport;UDI
SBUR;medium_airport;UBA
SBVG;medium_airport;VAG
SBVH;medium_airport;BVH
SBVT;medium_airport;VIX
SBYS;medium_airport;QPS
SBZM;medium_airport;IZA
